web-scraper-order	web-scraper-start-url	问题名字	提问时间	提出的问题	提出的问题-href	name	answer
1574231898-483	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Compile freeRTOS with open62541 errors	"#2893
            opened on 18 Jul by
            mrburen121"	Compile freeRTOS with open62541 errors	https://github.com/open62541/open62541/issues/2893		"For now I have two questions left:
1. What heap file are you using? Heap 1,2,3,4 or 5?


I'm using 3 with realloc and calloc self-implemented just calling pvPortMalloc

static void opcua_thread(void *arg)

{

//Allows to set smaller buffer for the connections, which can cause problems

UA_UInt32 sendBufferSize = 8000; //64 KB was too much for my platform

UA_UInt32 recvBufferSize = 8000;  //64 KB was too much for my platform
UA_Server *server = UA_Server_new();

UA_ServerConfig *config = UA_Server_getConfig(server);
UA_ServerConfig_setMinimalCustomBuffer(config, 4840, 0, sendBufferSize, recvBufferSize);
//VERY IMPORTANT: Set the hostname with your IP before allocating the server

UA_ServerConfig_setCustomHostname(config, UA_STRING(""192.168.1.10""));

UA_ServerConfig_setDefault(UA_Server_getConfig(server));

I think this last line shouldn't be there since it will reset the hostname you set the line before

//example

// https://open62541.org/doc/current/tutorial_server_variable.html
UA_NodeId myIntegerNodeId = UA_NODEID_STRING(1, ""the.answer"");
/* Write a different integer value */

UA_Int32 myInteger = 43;

UA_Variant myVar;

UA_Variant_init(&myVar);

UA_Variant_setScalar(&myVar, &myInteger, &UA_TYPES[UA_TYPES_INT32]);

UA_Server_writeValue(server, myIntegerNodeId, myVar);
/* Set the status code of the value to an error code. The function

UA_Server_write provides access to the raw service. The above
UA_Server_writeValue is syntactic sugar for writing a specific node
attribute with the write service. */

UA_WriteValue wv;

UA_WriteValue_init(&wv);

wv.nodeId = myIntegerNodeId;

wv.attributeId = UA_ATTRIBUTEID_VALUE;

wv.value.status = UA_STATUSCODE_BADNOTCONNECTED;

wv.value.hasStatus = true;

UA_Server_write(server, &wv);

/* Reset the variable to a good statuscode with a value */

wv.value.hasStatus = false;

wv.value.value = myVar;

wv.value.hasValue = true;

UA_Server_write(server, &wv);

}

You're not starting your server.
From the example, you see at the end of the function the following:
 UA_StatusCode retval = UA_Server_run(server, &running); //Server runs here until the boolean running is set to false from someone else
 UA_Server_delete(server);"
1574231460-250	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"PubSub Publisher example, not setting the DataSetMetaData"	"#2800
            opened on 8 Jun by
            cpipero"	"PubSub Publisher example, not setting the DataSetMetaData"	https://github.com/open62541/open62541/issues/2800	jpfr	
1574231283-194	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Subscriber implementation not subscribing to timestamp?	"#2771
            opened on 29 May by
            theresa95"	Subscriber implementation not subscribing to timestamp?	https://github.com/open62541/open62541/issues/2771	theresa95	
1574231743-398	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	PubSub packet latency	"#2860
            opened on 2 Jul by
            canadyre"	PubSub packet latency	https://github.com/open62541/open62541/issues/2860	kingalexsylvester	
1574231391-229	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	UA_server_browse maxrefs	"#2791
            opened on 5 Jun by
            etm"	UA_server_browse maxrefs	https://github.com/open62541/open62541/issues/2791	etm	
1574231340-211	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Updating nodes (deleting and adding nodes) during runtime from dedicated thread	"#2783
            opened on 4 Jun by
            Nik654"	Updating nodes (deleting and adding nodes) during runtime from dedicated thread	https://github.com/open62541/open62541/issues/2783		"Hey @ccvca,
thanks for providing the answer.

Can we preserve this for the future?
Feel free to add you answer to a ""Frequently Asked Questions"" page in the wiki."
1574231340-213	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Updating nodes (deleting and adding nodes) during runtime from dedicated thread	"#2783
            opened on 4 Jun by
            Nik654"	Updating nodes (deleting and adding nodes) during runtime from dedicated thread	https://github.com/open62541/open62541/issues/2783		"Yes that is the way I'm using this. Instead of locking a mutex, I'm using unique_lock (https://en.cppreference.com/w/cpp/thread/unique_lock) and call the lock/unlock in the loop on this.

Also suggest to add these lines to you thread 0 loop, otherwise my other thread was very unlucky of locking the mutex (it has take up to 5s):
std::this_thread::yield(); // < This line ensures that a waiting thread is executed
std::this_thread::sleep_for(std::chrono::microseconds(10));

@jpfr I've no problem preserving this in an FAQ, but as this is a C library a solution in with pthread would be more useful."
1574231834-443	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Server does not persist the NodeId of a Node	"#2873
            opened on 9 Jul by
            GeorgeSellner"	Server does not persist the NodeId of a Node	https://github.com/open62541/open62541/issues/2873		"OPC-UA Standard:
https://opcfoundation.github.io/UA-TypeRepository/Core/docs/Part3/

5.2.2 NodeId (link)
Nodes are unambiguously identified using a constructed identifier called the NodeId. Some Servers may accept alternative NodeIds in addition to the canonical NodeId represented in this Attribute. A Server shall persist the NodeId of a Node, that is, it shall not generate new NodeIds when rebooting. The structure of the NodeId is defined in 8.2."
1574231533-338	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817		dataSetReaderErg = LIST_FIRST(&LIST_FIRST(&pConnection->readerGroups)->readers);
1574231743-399	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	PubSub packet latency	"#2860
            opened on 2 Jul by
            canadyre"	PubSub packet latency	https://github.com/open62541/open62541/issues/2860		"So your 30ms latency is calculated on the receiver side, by subtracting the current time with the time in the package?

In this case please evaluate that the clocks of the raspberry Pis are synchronized down to ms range. Probably they have a difference of some ms."
1574231898-472	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Compile freeRTOS with open62541 errors	"#2893
            opened on 18 Jul by
            mrburen121"	Compile freeRTOS with open62541 errors	https://github.com/open62541/open62541/issues/2893	svro86	
1574231374-225	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	BadSessionIdInvalid from Client	"#2790
            opened on 5 Jun by
            MarkusWeinand"	BadSessionIdInvalid from Client	https://github.com/open62541/open62541/issues/2790		"Thanks for your response,

I dont know why my tcpdump didnt capture all the packages. Here is an new tcpdump with hopefully all package.

tcpdump.zip

The communication is not via wifi, but I know that there is a lot of traffic in our network.

But the Client has 192.168.25.31 and the Siemens S7 192.168.25.131, this should help filtering the tcpdump.
I didn't even know I had the UA Client running, this time I only had the open62541 Client running, but still got the same result.
But you can see that in the CreateSessionResponse SessionTimout is 30 sec.

Now I just read the current server time to keep the session alive, like so.
UA_Variant value;
UA_Client_readValueAttribute(client, UA_NODEID_NUMERIC(0, UA_NS0ID_SERVER_SERVERSTATUS_CURRENTTIME), &value);

I dont know if this is a good way of keeping the session alive or if there is a better solution?"
1574231880-455	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Event-based Subscriber OPCUA pubsub	"#2890
            opened on 17 Jul by
            canadyre"	Event-based Subscriber OPCUA pubsub	https://github.com/open62541/open62541/issues/2890		"Hi @sohailmushtaq ,

Yes I am using UDP right now, and I just mean that the subscriber polls for a message every 5-10 ms."
1574231800-431	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865		"hi @sohailmushtaq, i am interested on your OPC UA thesis, because i am also doing a thesis for opc ua pub sub implementation for Battery Management System. I hope you can share your thesis, so i can have more information about opc ua pubsub."
1574231340-206	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Updating nodes (deleting and adding nodes) during runtime from dedicated thread	"#2783
            opened on 4 Jun by
            Nik654"	Updating nodes (deleting and adding nodes) during runtime from dedicated thread	https://github.com/open62541/open62541/issues/2783	ccvca	
1574231374-222	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	BadSessionIdInvalid from Client	"#2790
            opened on 5 Jun by
            MarkusWeinand"	BadSessionIdInvalid from Client	https://github.com/open62541/open62541/issues/2790	MarkusWeinand	
1574231618-370	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"[OPCUA CLIENT]: ""UA_Client_getEndpoints""  return ""BadSecureChannelIdInvalid"""	"#2844
            opened on 26 Jun by
            elitezhu"	"[OPCUA CLIENT]: ""UA_Client_getEndpoints""  return ""BadSecureChannelIdInvalid"""	https://github.com/open62541/open62541/issues/2844	elitezhu	
1574231898-489	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Compile freeRTOS with open62541 errors	"#2893
            opened on 18 Jul by
            mrburen121"	Compile freeRTOS with open62541 errors	https://github.com/open62541/open62541/issues/2893		@cabralfortiss I actually don?t know what went wrong yesterday. Overnight I thought there might be a problem because I use RMII ethernet config insted of MII but that was not the problem. I did set up a whole new project in another workspace this morning 
1574231910-493	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Get all changed monitored items of subscription at the same time	"#2913
            opened on 23 Jul by
            je1h"	Get all changed monitored items of subscription at the same time	https://github.com/open62541/open62541/issues/2913	je1h	
1574231460-256	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"PubSub Publisher example, not setting the DataSetMetaData"	"#2800
            opened on 8 Jun by
            cpipero"	"PubSub Publisher example, not setting the DataSetMetaData"	https://github.com/open62541/open62541/issues/2800	jpfr	
1574231800-428	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865		"Hello @sohailmushtaq,

I am trying to use tutorial_pubsub_mqtt. It seems that when I compile the project with UA_BUILD_EXAMPLES it is not compiled.

I am struggling to create an C project in MS VC with tutorial_pubsub_mqtt.

By a chance do you have a repository where is tutorial_pubsub_mqtt built as an example?"
